group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
concurso-lollapalooza-chile,?utm_source=tactico&utm_medium=email&utm_campaign=20260303_tactico_tecnocircular_17367685&emailauth=tnprme1qvxdovfi4sm54rffwsk1umu5ivlzwtlfvnvnrrwrouvvstuxrtlbuut09&utm_content=banner&,1,0,0,0,0,0,0,0,null
tribu bebe,sin_path2,1,0,0,0,0,0,0,0,null
listas,it-cosmetics,1,0,0,0,0,0,0,0,null
refrigerador side by side lg,sin_path2,1,0,0,0,0,0,0,0,null
absolut repair molecular,sin_path2,1,0,0,0,0,0,0,0,null
tecnologia,mophie,1,0,0,0,0,0,0,0,null
funda,sin_path2,1,0,0,0,0,0,0,0,null
pantalón animal print,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=cj0kcqjw37nnbhdkarisaebgi8odzrqy3-vw3sk6wjlh_szkckav0ndkiivgg3ihftn58e-6ars3d0oaasa5ealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,vestido-de-seda,1,0,0,0,0,0,0,0,null
9 pm,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16878094947&gbraid=0aaaaaday7cznand-3a9nvpajdbtjhadcb&gclid=cjwkcajwsppobhb9eiwatfbi5i_q0onjhftku1xev5y44jumsx9zopjnx2ch_ieoyi1xu0vkll_k8hocwoiqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7cz0_czdv242iy6anmg6t6sgy&gclid=cjwkcaiaqprnbhb6eiwame3yho4-ezrwm60serjlcb2pnf7f0hnjiph2rnjikm7vcyhofzxmi8p-qxocjgwqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajw1n7nbhaoeiwacpchp63ehi2muxr3cai-ejjl82iiqxnaenmnujoxg0wwomexlelojmoowbocnt4qavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7cydcuvpchbiipnwheibgmwz_&gclid=cj0kcqjwm6pobhcrarisaig58cim3dny56b31zdwjv9u9cqqs-ukatkqv8h68_hyko89lwbqdrmgblwaas2qealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23555944781&gbraid=0aaaaaday7czhxl2iz-6gstve8wmnpk9hu&gclid=cj0kcqjw37nnbhdkarisaebgi8pmqmjn2jm44ecoamsfakluaoud0wfacnlswo97gfarcni-cqsj3xmaagxsealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
casaca deportiva,sin_path2,1,0,0,0,0,0,0,0,null
vivobook 15,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.104065797.424358845.1774018525-1695030442.1774018525,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529848568&gbraid=0aaaaaday7cyd_xr36i--clsv9kdce8piu&gclid=cjwkcajwyypobhbxeiwagpt8p9lpqp9pvqgyueoz97hth8k5j06ziz5hqrld_mkvvawcmucocv6rlroc1quqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
juego living,sin_path2,1,0,0,0,0,0,0,0,null
listas,boku-no-hero-manga,1,0,1,0,1,0,0,0,null
zapato niño out door,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558758952&gbraid=0aaaaaday7cyieccne9grhs4hpp2k2q0pe&gclid=cjwkcajw-j3obhbueiwawqz_h-hzbnj7kexemsq_m0e52cuuyn3rmp9ewl6xd2hxixnfqpiyfjp0rhoctbeqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?utm_source=tactico&utm_medium=email&utm_campaign=20260328_black_cupones_3_17391469&emailauth=tvrjek16vxdoekezzknaofrfovnsvtvctgxarlrfrlrvvlzgv2tcufvsqlnuetvevee9pq==&utm_content=banner&,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.223672671.597776235.1774731992-591987201.1765053486,sin_path2,1,0,0,0,0,0,0,0,null
isla mesa,sin_path2,1,0,0,0,0,0,0,0,null
jeans niño,sin_path2,1,0,0,0,0,0,0,0,null
listas,perfumes-50-ml,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjmezg9w5ctzcosozfc6sgtykhb5ucwbi3c7tql8ycxhji4clc0omzwaaqgdealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
mochila trekking,sin_path2,1,0,0,0,0,0,0,0,null
listas,brasil,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7cac5hgksxry9geuiawdieu1t&gclid=cjwkcajw-j3obhbueiwawqz_h5sqrqamjmq5b4vzhvf2erftfpf6ivtz7a42_8sogpfvenbnnv5g_hocbn4qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
bandeja,sin_path2,1,0,0,0,0,0,0,0,null
listas,perfumes-xs,1,0,0,0,0,0,0,0,null
mochila de cars,sin_path2,1,0,0,0,0,0,0,0,null
maletas de moto,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23561892698&gbraid=0aaaaaday7cztpygglhheexfikgruwm9p3&gclid=cjwkcajwvqjobhageiwangeqnqux2ejgbhfy71bk0qgcverakua6sxm-bkfaou-otjtkkdqfcjijexocauaqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
lenovo slim,sin_path2,1,0,0,0,0,0,0,0,null
outlet,radost,1,0,0,0,0,0,0,0,null
listas,fortalecedor-de-unas,1,0,1,0,1,0,0,0,null
listas,camaras-espias,1,0,1,0,1,0,0,0,null
?_ga=2.35092001.1214261238.1772574860-1773567797.1772375560,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23699073551&gclid=eaiaiqobchmipbj7hcrdkwmv2uy4bb3_xhuceaeyasaaegked_d_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
muebles,casa-bella,1,0,0,0,0,0,0,0,null
monomando tina ducha,sin_path2,1,0,0,0,0,0,0,0,null
organizador cajones,sin_path2,1,0,0,0,0,0,0,0,null
poleron opposite hombre,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.246846851.607413900.1773932736-1547223344.1753156852,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7cajvmopxavg4bkm6y5bbwp9w&gclid=cjwkcaiatq_nbha_eiwa78nnwlnw5rgbeghdpxzgkui4uqstib0ucjez1vilrlzptcoj-gwddidxpxoc7rqqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,tripode-camara,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7cbogu17obdsxpznijiqukohd&gclid=cjwkcajwvqjobhageiwangeqnwhxocwbl-pwpyd4jwastqdyevu_-wf551_sprfirlxsgqgno1sjkrocsxiqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.245509444.1981725461.1772753388-1820663700.1757070199,sin_path2,1,0,0,0,0,0,0,0,null
listas,zapatos-de-seguridad-skechers,1,0,0,0,0,0,0,0,null
zapatillas-basketball-lockdown-6-nino,sin_path2,1,0,1,0,1,0,0,0,null
zapatilla mujer,sin_path2,1,0,0,0,0,0,0,0,null
listas,samsung-s8-plus,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7czsbxer2s4hqpmh3wyhprld-&gclid=cj0kcqjw9-pnbhdfarisabhn6-2pzi6vn4xunhzg2fmpm0luktzo2k_1xcfz6b6jtekptbzmnhd4ifoaaq1mealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529860322&gbraid=0aaaaaday7cbnxadgscmjrelgm_ucdxd3w&gclid=cj0kcqjwpv7nbhczarisadkifwztprgmkgbtnsx4xgxipjnwuetnze9lvedsmnxctz_5ovg4ls819fmaakb9ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,ysl,1,0,0,0,0,0,0,0,null
listas,termos-para-comida,1,0,1,0,1,0,0,0,null
listas,top-naranja,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529860322&gbraid=0aaaaaday7czvjca1xlhoa5rsjej61_vqy&gclid=cjwkcaiaqprnbhb6eiwame3yhnu9hasdlj0_brhm-jluv4w4t1ikgykjqgqblxuu4vmeg4qhaazdvxoctcyqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,portalapices,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=18308492052&gbraid=0aaaaaday7cb5srfrbwm8cuvgngjfcqjwx&gclid=cjwkcaiah5xnbhaaeiwa_bu8fdxqfbxjh9cm66iled2qrojw-xgadok82fm8gfhyqlvggaqekfex4roccpqqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7cbcneimwta4ypfniiswqdxh2&gclid=cj0kcqjwpv7nbhczarisadkifwyjnxceguzcmikpilaoa4lxyyneqescqy_c753ymiy5_t9pv4-solkaaihqealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
perfume cr7,sin_path2,1,0,0,0,0,0,0,0,null
zapatillas mujer impermeable,sin_path2,1,0,0,0,0,0,0,0,null
listas,mochilas-nike-rosada,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23555524013&gbraid=0aaaaaday7czkt5ajqklhdfqoc9x8fbstf&gclid=cjwkcajwyypobhbxeiwagpt8p6x1ebzbeegzsnlqtwcufl1gcg7yg_tqa-xwoxtpavwdpbxu1pshyxocm-8qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,aletas-natacion,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16789091929&gbraid=0aaaaaday7caavel4vo06ga6zzfnebhuhg&gclid=cjwkcajw-j3obhbueiwawqz_h4vkiu1xfqftxs-lbiq77j_jqzljpimlfijj40xfbg4rhqvycjdqbxocdfaqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.58760365.1859752528.1772889874-1865327361.1772889874,sin_path2,1,0,0,0,0,0,0,0,null
cart,?fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagntpdsn1frpeb0getlca5jdsrt6z39suvw0dqmeeizr-c2s_wqpapptvnp6l4_aem_j268ok0orzgxefesohxh6a&utm_source=soicos&utm_medium=referral&utm_term=2553935892,1,0,0,0,0,0,0,0,null
listas,cubo-rubik,1,0,1,0,1,0,0,0,null
cuna-colecho-moises-bebe-mecedora-con-mosquitero,sin_path2,1,0,1,0,1,0,0,0,null
concurso-samsung,?gad_source=2&gad_campaignid=21221346222&gclid=cjwkcajwg_nnbhageiwaiypya0dji5uvfhketcc-ybk9sulp45kbljash0ceyyzbdf4v4opsdezwbhocspwqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559168437&gbraid=0aaaaaday7cym7hhnlwoj1ft6d3jp9rpar&gclid=cj0kcqjw1zjobhcmarisadduftdikvohjghhbpvu0edir8wyyf9mtuk85ftsfzctinylvoefypb2diwaaqc8ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=22856031521&gbraid=0aaaaaday7cydry4-acgip_ijmzfjfp29c&gclid=cj0kcqjwve7nbhc-arisalzy9hxxpjtkl3n3btbwubqpjizpz48glke0y0bmfdm1td880bnsm1ilmlaaav0kealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=19635797961&gbraid=0aaaaaday7cbstsvxwrdbd71msawot9v-f&gclid=cj0kcqjwj47obhcmarisaf5wuegc5-tnkhead29e0h5bsga2co6nxqqf5fkzuqblqwt_rbjqsly225yaahr9ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
sillas comedor,sin_path2,1,0,0,0,0,0,0,0,null
dormitorio,celta,1,0,0,0,0,0,0,0,null
listas,silla-playa-plegable,1,0,0,0,0,0,0,0,null
bajada de cana zara milher,sin_path2,1,0,0,0,0,0,0,0,null
listas,jenga,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560624303&gbraid=0aaaaaday7ca1om5iu9bdx9cxffgzurrm3&gclid=cjwkcajwjttnbhb0eiwauswyhpxuuuo0jrphmmhzcjjyep7muulpx8b-wlo8lxal7r_p0edg6mou3xocv3yqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20970654895&gbraid=0aaaaaday7cb7b0vs4m_rdxvsnhgtb6_yd&gclid=cjwkcajw687nbhb4eiwaq645dnfbauhrzjoj0h4jbsrvgy5u49ch0xokyc2b2ej-tg3p-g_awrr1grocptqqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gclsrc=aw.ds&gad_source=1&gad_campaignid=18181309143&gclid=cjwkcajwvqjobhageiwangeqnvxausexsxocmquwisyrhabby9sdxadyfj9jcujq9r4l49n3gangchoccc4qavd_bwe,1,0,0,0,0,0,0,0,null
?_ga=2.38889059.1705685030.1774591114-1762975266.1774591114,sin_path2,1,0,0,0,0,0,0,0,null
arrocera oster,sin_path2,1,0,0,0,0,0,0,0,null
ninos,lippi,1,0,0,0,0,0,0,0,null
?_ga=2.108021450.990283996.1774838968-1602233844.1756494507,sin_path2,1,0,0,0,0,0,0,0,null
neumaticos 195 65 r15,sin_path2,1,0,0,0,0,0,0,0,null
listas,boina-negra,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529894687&gbraid=0aaaaaday7came3ykcruui62urtctduwhy&gclid=cjwkcajw687nbhb4eiwaq645dlq6pu8oansutbecvdpblblt0wm2yziyva7d5i3qkjszjgfa4zcmarochvcqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
descorchador de vino,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqia5i_nbhdvarisaorqisbls0tlymmchc2oubkfizj8halai1zyawnsp3zp5vcz7pvw4njjv5eaagj8ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
listas,silla-de-auto-infanti,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560878712&gbraid=0aaaaaday7czdife5uhk2hkhqnvyqarxz7&gclid=cj0kcqjw4ppnbhd8arisamo-icwwiwblkdlvrccekjgulgdojyyjxw117ljiv9mekpi07z3uqzmnb8kaary6ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23669511497&gclid=eaiaiqobchmi6mip2dlikwmvnlddah1jcyjoeaeyasaaeglfcfd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
carmenere vino,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16800406474&gbraid=0aaaaaday7caoru1fyvmawmxhs-x3dkf6h&gclid=cj0kcqia2btnbhdjarisak89wlhpwagydrhjn-ho8hzbnyf-vq1xh-m7lqtcdncyfok0hdeqiur7yemaalf_ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
hogar-y-decoracion,fundas-para-sofa,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560217644&gbraid=0aaaaaday7ca8vn0ig4epzxdeuq_nlfpsc&gclid=cj0kcqjwpv7nbhczarisadkifwwytx3cqne9dqoytjla_2qktck18tkqieulpotcqjlpinw3uhm8v-uaakyyealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554064868&gbraid=0aaaaaday7cair0nurm-cdd4ph9x6iogcy&gclid=eaiaiqobchmiy6iejm6mkwmvrefiab2ftskpebwydcacegjzbvd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
paco-rabanne,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558758952&gbraid=0aaaaaday7cyieccne9grhs4hpp2k2q0pe&gclid=cjwkcajw-j3obhbueiwawqz_hyfv8djovryq7twmwmcpa-qqcllgh06kskbeggxb1bscz4ak03ufyrocdzyqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.175876709.63879393.1773065547-980407487.1768659842,sin_path2,1,0,0,0,0,0,0,0,null
cupones-de-descuento,?utm_source=nocturno&utm_medium=email&utm_campaign=20260328_nocturno_computacion_17390770&emailauth=tvrrek1ewxlnrgmwzknaoffvnuvva1zutgxkrldvvlrvrujoulm1rfqwmd0=&utm_content=banner&,1,0,0,0,0,0,0,0,null
jugueteria,click-descuento,1,0,0,0,0,0,0,0,null
elcaudparlantes&clykcqjw4ppnbhdsarjfaawy4rkhhpj5tqdkwrh0gwc-s93r5mbzff7xkbesk_e2ptgyhcvtv_utulxxt43etsb7zsknbqeryj1zm99s9rwcz39cggjqga,sin_path2,1,0,0,0,0,0,0,0,null
concurso-samsung,?gad_source=2&gad_campaignid=21221346222&gclid=cj0kcqjw4ppnbhd8arisamo-icyn10wtqikidbfyq53flyrvqbhfvecql_gvnskof2jw_sd7teoritaaai_8ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?_ga=2.91135834.1778598588.1774462854-365521909.1755392075,sin_path2,1,0,0,0,0,0,0,0,null
manga tokyo revengers,sin_path2,1,0,0,0,0,0,0,0,null
respaldo 2 plazas lino,sin_path2,1,0,0,0,0,0,0,0,null
listas,cortinas-blancas,1,0,0,0,0,0,0,0,null
rubbermaid,sin_path2,1,0,0,0,0,0,0,0,null
static,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23669511497&gclid=eaiaiqobchmilq2vt_jfkwmv7lldah21txgoeaeyasaaegjbipd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=cj0kcqjw7ijobhdyarisafzrwqwk65oezk5uzh-mdn8gv1gfzns_bqghta_ml5df7gj6cp47asdyldmaavx9ealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,camino-de-mesa,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20970654895&gbraid=0aaaaaday7cy99ix6j4kfapicdumwpbakj&gclid=cjwkcajwsppobhb9eiwatfbi5m86aofbcy36ljrh_ekvkvwgvatct-yjgywpqeixtv9rz0fwoyft6hocayuqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,skates,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjp4xymhr8rg378urf21dfz87rzm-qtbpeqhntadiqqtu3wlthjikxwaaiqzealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
baterias externas de celulares,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjml5yvkhb7htzviyzc_qafzaa46mhyrqwvgfvhund3oznllvqud3t0aaiysealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=cj0kcqjw7ijobhdyarisafzrwqy6dsdsdzzkri8tsm_glrfb2bshl8w63a7bavtcjfunazjycmwqyn4aapqmealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529894687&gbraid=0aaaaaday7cbgxuengurjnxlflitfnrses&gclid=cjwkcaiazz_nbhaeeiwamtqky-zpsbdsgftgqhte5s_tlrfhwh1rx-dokdwtekyf4dgtsgzzvrv3groc2piqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534922662&gbraid=0aaaaaday7czkjneyzdnyuvs9rhka_yn_f&gclid=cj0kcqjw4a3obhcharisachaqjm0iif_ex9freumgk1zij_lzmun4azl7t_gimyormhnzepduxrtt48aardqealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
hombre,tommy-hilfiger,1,0,0,0,0,0,0,0,null
campus negras,sin_path2,1,0,0,0,0,0,0,0,null
tornillo mecanico,sin_path2,1,0,0,0,0,0,0,0,null
listas,cepillo-de-dientes-electrico,1,0,2,0,2,0,0,0,null
horno electrico thomas,sin_path2,1,0,0,0,0,0,0,0,null
outlet,abrigos,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwymnnbhbneiwa-kcgu3kjfm2ej07uhytytpljufbgavmj6fmv46orvdcfedeuo-bmf0levbocff0qavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
concurso-samsung,?gad_source=2&gad_campaignid=21221346222&gclid=cj0kcqjwve7nbhc-arisalzy9hwy5eeuljqhcq8dpokzq3j54kgsilkkxj1io8a3dt829rappnzpqiuaarg2ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
mujer,nickelodeon,1,0,0,0,0,0,0,0,null
fes,sin_path2,1,0,0,0,0,0,0,0,null
regalos,blusas,1,0,0,0,0,0,0,0,null
regalos,everlast,1,0,0,0,0,0,0,0,null
colchon new style 6,sin_path2,1,0,0,0,0,0,0,0,null
regalos,mascarillas,1,0,0,0,0,0,0,0,null
?utm_source=soicos&utm_term=2553988916&utm_medium=referral,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwsdnnbhc4arisaa_3hehu55vkgqlgo_qhzy8fgkya0ahtqwkdruwimouwhkv5v54x1hz1b8oaarglealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
listas,mochila-50-litros,1,0,0,0,0,0,0,0,null
listas,lavadora-21-kilos,1,0,0,0,0,0,0,0,null
engrapadora,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16833114899&gbraid=0aaaaaday7cafkqeclkjwcw0vqr9g8xqgl&gclid=cj0kcqjw4ppnbhd8arisamo-icwfj8vcseq-wgkzqojp8clhu0fu0he6fzgqo4vkbmyfk5qnfcp_mmeaahl8ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
secadoras de ropa,sin_path2,1,0,0,0,0,0,0,0,null
scooter eléctrico con asiento,sin_path2,1,0,0,0,0,0,0,0,null
zapatillas skechers hombre,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gclsrc=aw.ds&gad_source=1&gad_campaignid=18181309179&gbraid=0aaaaaday7cynyssccxvix2ddcamaagcbv&gclid=cjwkcajwvqjobhageiwangeqnuyinfgpbr25c1e-cb2-tidjlkgj3kok7ozryydpiwe_mfbmva04cboccmuqavd_bwe,1,0,0,0,0,0,0,0,null
busca?q=philips bhd510,sin_path2,1,0,0,0,0,0,0,0,null
listas,salida,1,0,1,0,1,0,0,0,null
listas,agendas-2025,1,0,0,0,0,0,0,0,null
listas,comedero-automatico-para-gatos,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23378529593&gbraid=0aaaaaday7czbcx3qkkx2wuxe2cmtwc0vx&gclid=cj0kcqjw9-pnbhdfarisabhn6-37dp7bgt0yi1thtrymaaskwijdr5drwdsgzmtir6cdb3bqvs-c7koaajjeealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7cbyjqpeetf_da-k6es1csdwv&gclid=cjwkcaiatq_nbha_eiwa78nnwpkl4vicasaduxyhdmun1vpxk-hxebuiwdorgs85y_960cft_a0ftxock8sqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23378529593&gbraid=0aaaaaday7cb2ofujjhgmqdu9hmznspo8u&gclid=cj0kcqjwmunnbhdbarisaondkplnviggh2eqndgs7ckkdmn98leo3hsykysb_pyumx6ivbksyxxisuuaauuwealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
cafetera manual vidrio,sin_path2,1,0,0,0,0,0,0,0,null
listas,quemador-de-grasa,1,0,0,0,0,0,0,0,null
listas,logitech-g-pro,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwpv7nbhczarisadkifwzssglb0c5ow4ezl4b_2sr8evw4koy5la3k2s7_ij5aufunq_whwmkaahnmealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559292214&gbraid=0aaaaaday7czbalqdrii4ctlkrayqofxpk&gclid=cj0kcqjwpv7nbhczarisadkifwxpr3pmipvrmtgu4yxlkzxlqghjafonn7gy8takrzkqhlu6fhhvnvaaaudgealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
mini,sin_path2,1,0,0,0,0,0,0,0,null
mujer,skechers,1,0,0,0,0,0,0,0,null
dormitorio,colchones-comprimidos-king,1,0,0,0,0,0,0,0,null
?_ga=2.71837715.1666457622.1773378797-1640937756.1773378797,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.38478758.488961996.1773713035-1745809869.1727837214,sin_path2,1,0,0,0,0,0,0,0,null
terrazas de madera,sin_path2,1,0,0,0,0,0,0,0,null
cart,?fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagntequfxdqonoiw5z9asesnsc4d3rub1fz5nwsgjtzf8xcdhkna4_oq6-sa10_aem_vkm3x3rs3exbaqaw-qwttw&utm_source=soicos&utm_medium=referral&utm_term=2554355716,1,0,0,0,0,0,0,0,null
guantes nitrilo,sin_path2,1,0,0,0,0,0,0,0,null
listas,repisa-bano,1,0,0,0,0,0,0,0,null
sandalias rick and morty,sin_path2,1,0,0,0,0,0,0,0,null
ninos,jardineras,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558758952&gbraid=0aaaaaday7cb4pmbmdfgr6bpgnfttbszzp&gclid=cj0kcqjwj47obhcmarisaf5wueghqiv3ikoff9vxwz9sdcearlzjmz16vbyusrhnmjtklgtgui54qskaatm4ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
plumon,sin_path2,1,0,0,0,0,0,0,0,null
banda cardiaca,sin_path2,1,0,0,0,0,0,0,0,null
zapatera-3-puertas-blanco-472904999.htm,sin_path2,1,0,0,0,0,0,0,0,null
experiencias-y-servicios,?_ga=2.63263596.295205308.1774055331-464861926.1758077348,1,0,0,0,0,0,0,0,null
set de maquillaje etiene,sin_path2,1,0,0,0,0,0,0,0,null
listas,vibrador-remoto,1,0,0,0,0,0,0,0,null
